"Autor","Obra","Poema"
"Álvaro de Campos","Poesia de Álvaro de Campos","
Às vezes tenho ideias, felizes,
Ideias subitamente felizes, em ideias
E nas palavras em que naturalmente se despejam...

Depois de escrever, leio...
Porque escrevi isto?
Onde fui buscar isto?
De onde me veio isto? Isto é melhor do que eu...
Seremos nós neste mundo apenas canetas com tinta
Com que alguém escreve a valer o que nós aqui traçamos?...

"
"Álvaro de Campos","Poesia de Álvaro de Campos","
Através do ruído do café cheio de gente
Chega-me a brisa que passa pelo convés
Nas longas viagens, no alto mar, no verão

              Perto dos trópicos
               
              (no amontoado nocturno do navio —
            
Sacudido regularmente pela hélice palpitante —
Vejo passar os uniformes brancos dos oficiais de bordo).
E essa brisa traz um ruído de mar-alto, pluro-mar
E a nossa civilização não pertence à minha reminiscência.

"
"Álvaro de Campos","Poesia de Álvaro de Campos","
Bem sei que tudo é natural
Mas ainda tenho coração...

Boa noite e merda!...
(Estala, meu coração!)
(Merda para a humanidade inteira!)

Na casa da mãe do filho que foi atropelado,
Tudo ri, tudo brinca.
E há um grande ruído de buzinas sem conta a lembrar

Receberam a compensação:
Bebé igual a X,
Gozam o X neste momento,
Comem e bebem o bebé morto,
Bravo! São gente!
Bravo! São a humanidade!
Bravo: são todos os pais e todas as mães
Que têm filhos atropeláveis!
Como tudo esquece quando há dinheiro.
Bebé igual a X.

Com isso se forrou a papel uma casa.
Com isso se pagou a última prestação da mobília.
Coitadito do Bebé.
Mas, se não tivesse sido morto por atropelamento, que seria das contas?
Sim, era amado.
Sim, era querido
Mas morreu.
Paciência, morreu!
Que pena, morreu!
Mas deixou o com que pagar contas
E isso é qualquer coisa.
(É claro que foi uma desgraça)
Mas agora pagam-se as contas.
(É claro que aquele pobre corpinho
Ficou triturado)
Mas agora, ao menos, não se deve na mercearia.
(É pena sim, mas há sempre um alívio.)

O bebé morreu, mas o que existe são dez contos.
Isso, dez contos.
Pode fazer-se muito (pobre bebé) com dez contos.
Pagar muitas dívidas (bebezinho querido)
Com dez contos.
Pôr muita coisa em ordem
(Lindo bebé que morreste) com dez contos.

Bem se sabe é triste
(Dez contos)
Uma criancinha nossa atropelada
(Dez contos)
Mas a visão da casa remodelada
(Dez contos)
De um lar reconstituído
(Dez contos)
Faz esquecer muitas coisas (como o choramos!)
Dez contos!
Parece que foi por Deus que os recebeu
(Esses dez contos).
Pobre bebé trucidado!
Dez contos.

"
"Álvaro de Campos","Poesia de Álvaro de Campos","
BICARBONATO DE SODA

Súbita, uma angústia... 
Ah, que angústia, que náusea do estômago à alma! 
Que amigos que tenho tido! 
Que vazias de tudo as cidades que tenho percorrido! 
Que esterco metafísico os meus propósitos todos!

Uma angústia, 
Uma desconsolação da epiderme da alma, 
Um deixar cair os braços ao sol-pôr do esforço... 
Renego. 
Renego tudo. 
Renego mais do que tudo. 
Renego a gládio e fim todos os deuses e a negação deles.

Mas o que é que me falta, que o sinto faltar-me no estômago e na circulação do sangue? 
Que atordoamento vazio me esfalfa no cérebro?

Devo tomar qualquer coisa ou suicidar-me?
Não: vou existir. Arre! Vou existir.
E-xis-tir...
E--xis--tir...

Meu Deus! Que budismo me esfria no sangue! 
Renunciar de portas todas abertas, 
Perante a paisagem todas as paisagens, 
Sem esperança, em liberdade, 
Sem nexo, 
Acidente da inconsequência da superfície das coisas, 
Monótono mas dorminhoco, 
E que brisas quando as portas e as janelas estão todas abertas! 
Que verão agradável dos outros!

Dêem-me de beber, que não tenho sede!

"
"Álvaro de Campos","Poesia de Álvaro de Campos","
CANÇÃO À INGLESA

Cortei relações com o sol e as estrelas, pus ponto no mundo.
Levei a mochila das coisas que sei para o lado e p'ro fundo
Fiz a viagem, comprei o inútil, achei o incerto,
E o meu coração é o mesmo que fui, um céu e um deserto
Falhei no que fui, falhei no que quis, falhei no que soube.
Não tenho já alma que a luz me desperte ou a treva me roube,
Não sou senão náusea, não sou senão cisma, não sou senão ânsia
Sou uma coisa que fica a uma grande distância
E vou, só porque o meu ser é cómodo e profundo,
Colado como um escarro a uma das rodas do mundo.

"
"Álvaro de Campos","Poesia de Álvaro de Campos","
CANÇÃO ABRUPTA

O céu de todos os universos
Cobre em meu ser todo o verão...
Vai p'ra as profundas dos infernos
E deixa em paz meu coração!

Quê? Não me fica se te opões?
Pois leva-o, guarda-o, bem ou mal
Eu tenho muitos corações
É um privilégio intelectual

Madonna que vais comprar couves
Não te esqueças de me esquecer
O teu perfil dá-me trabalho
Quero (...)

Bem sei, o teu perfil persiste
Amo-te e é triste não poder
Deixar de amar-te sem estar triste...
Se és mulher que em verdade existe
Raios te parta! Vai morrer!

"
"Álvaro de Campos","Poesia de Álvaro de Campos","
CARNAVAL

A vida é uma tremenda bebedeira.
Eu nunca tiro dela outra impressão.
Passo nas ruas, tenho a sensação
De um carnaval cheio de cor e poeira...

A cada hora tenho a dolorosa
Sensação, agradável todavia,
De ir aos encontrões atrás da alegria
Duma plebe farsante e copiosa...

Cada momento é um carnaval imenso
Em que ando misturado sem querer.
Se penso nisto maça-me viver
E eu, que amo a intensidade, acho isto intenso

De mais... Balbúrdia que entra pela cabeça
Dentro a quem quer parar um só momento
Em ver onde é que tem o pensamento
Antes que o ser e a lucidez lhe esqueça...

Automóveis, veículos, (...)
As ruas cheias, (...)
Fitas de cinema correndo sempre
E nunca tendo um sentido preciso.

Julgo-me bêbado, sinto-me confuso,
Cambaleio nas minhas sensações,
Sinto uma súbita falta de corrimões
No pleno dia da cidade (...)

Uma pândega esta existência toda...
Que embrulhada se mete por mim dentro
E sempre em mim desloca o crente centro
Do meu psiquismo, que anda sempre à roda...

E contudo eu estou como ninguém
De amoroso acordo com isto tudo...
Não encontro em mim, quando me estudo,
Diferença entre mim e isto que tem

Esta balbúrdia de carnaval tolo,
Esta mistura de europeu e zulu
Este batuque tremendo e chulo
E elegantemente em desconsolo...

Que tipos! Que agradáveis e antipáticos!
Como eu sou deles com um nojo a eles!
O mesmo tom europeu em nossas peles
E o mesmo ar conjuga-nos

Tenho às vezes o tédio de ser eu
Com esta forma de hoje e estas maneiras...
Gasto inúteis horas inteiras
A descobrir quem sou; e nunca deu

Resultado a pesquisa... Se há um plano
Que eu forme, na vida que talho para mim
Antes que eu chegue desse plano ao fim
Já estou como antes fora dele. É engano

A gente ter confiança em quem tem ser...
(...)

Olho p'ró tipo como eu que ai vem...
(...)
Como se veste (...) bem
Porque é uma necessidade que ele tem
Sem que ele tenha essa necessidade.

Ah, tudo isto é para dizer apenas
Que não estou bem na vida, e quero ir
Para um lugar mais sossegado, ouvir
Correr os rios e não ter mais penas.

Sim, estou farto do corpo e da alma
Que esse corpo contém, ou é, ou faz-se...
Cada momento é um corpo no que nasce...
Mas o que importa é que não tenho calma.

Não tenciono escrever outro poema
Tenciono só dizer que me aborreço.
A hora a hora minha vida meço
E acho-a um lamentável estratagema

De Deus para com o bocado de matéria
Que resolveu tomar para meu corpo...
Todo o conteúdo de mim é porco
E de uma chatíssima miséria.

Só é decente ser outra pessoa
Mas isso é porque a gente a vê por fora...
Qualquer coisa em mim parece agora

"
"Álvaro de Campos","Poesia de Álvaro de Campos","
CARNAVAL

3

(...) não tenho compartimentos estanques
Para os meus sentimentos e emoções...

Vidas, realmente se misturam
O que era cérebro acaba sentimento
Minha unidade morre ao relento
(...)

Quando quero pensar, sinto, não sei
Se me sinto quem sou e queria.
Psique de fora da psicologia,
Vivo fora da (...) e da lei

Amorfo anexo ao mundo exterior
Reproduzindo tudo o que nele há
Sem que em meu ser qualquer ser meu me vá
Compensar pessoalmente a minha dor.

Não: sempre as dores doutra gente que é eu
(Sempre alegrias de várias pessoas)
[...]
Sempre de um centro diferente e meu

Carnaval de (...)
Bebendo p'ra se sentir alegres e outros
Outros bebendo como eles (...) se sentem
Tendo de ser alegres (...)

Dêem-me um sentir que cansa e é bom e cessa
Prendam-me para que eu não faça mais versos
Façam [ad finem?] com que o sentir cesse
Proíbam-me pensar com a cabeça.

Dói-me a vida em todos os meus poros
Estala-me na cabeça o coração,
(...)
Para que escrevo? É uma pura perda.
(...)

Depois. [...]
Se escrevo o que sinto [...]. Bom. Merda.

Pronto. Acabou-se. Quebro a pena e a tinta
Entorno-a aqui só para a entornar...
Não haver vida que se possa DAR!
Não haver alma com que não se sinta!

Não haver como essa alma consertar-me
Com cordéis ou arames que se aguentem
Com ferros e madeiras que não mentem
E me dêem unidade no aguentar-me!

Não haver (...)
Não haver, não [...]
Não haver. Não Haver!

"
"Álvaro de Campos","Poesia de Álvaro de Campos","
CARRY NATION

Não uma santa estética, como Santa Teresa,
Não uma santa dos dogmas,
Não uma santa.
Mas uma santa humana, maluca e divina,
Materna, agressivamente materna,
Odiosa, como todas as santas,
Persistente, com a loucura da santidade.
Odeio-a e estou de cabeça descoberta
E dou-lhe vivas sem saber porquê!
Estupor americano aureolado de estrelas!
Bruxa de boa intenção...

Não lhe desfolhem rosas na campa,
Mas louros, os louros da glória
Façamos-lhe a glória e o insulto!
Bebamos à saúde da sua imortalidade
Esse vinho forte de bêbados.

Eu, que nunca fiz nada no mundo,
Eu, que nunca soube querer nem saber,
Eu, que fui sempre a ausência da minha vontade,
Eu te saúdo, mãezinha maluca, sistema sentimental!
Exemplar da aspiração humana!
Maravilha do bom gesto, duma grande vontade!

Minha Joana de Arc sem pátria!
Minha Santa Teresa humana!
Estúpida como todas as santas
E militante como a alma que quer vencer o mundo!

É no vinho que odiaste que deves ser saudada!
É com brindes gritados chorando que te canonizaremos!

Saudação de inimigo a inimigo!
Eu, tantas vezes caindo de bêbado só por não querer sentir,
Eu, embriagado tantas vezes, por não ter alma bastante,
Eu, o teu contrário,
Arranco a espada aos anjos, aos anjos que guardam o Éden,
E ergo-a em êxtase, e grito ao teu nome.

"
"Álvaro de Campos","Poesia de Álvaro de Campos","
Cesário, que conseguiu
Ver claro, ver simples ver puro,
Ver o mundo nas suas coisas,
Ser um olhar com uma alma por trás, e que vida tão breve!
Criança alfacinha do Universo.
Bendita sejas com tudo quanto está à vista!
Enfeito, no meu coração, a Praça da Figueira para ti
E não há recanto que não veja para ti, nos recantos de seus recantos.

"
"Álvaro de Campos","Poesia de Álvaro de Campos","
Chega através do dia de névoa alguma coisa do esquecimento, 
Vem brandamente com a tarde a oportunidade da perda. 
Adormeço sem dormir, ao relento da vida.

É inútil dizer-me que as acções têm consequências. 
É inútil eu saber que as acções usam consequências. 
É inútil tudo, é inútil tudo, é inútil tudo.

Através do dia de névoa não chega coisa nenhuma.

Tinha agora vontade 
De ir esperar ao comboio da Europa o viajante anunciado, 
De ir ao cais ver entrar o navio e ter pena de tudo.

Não vem com a tarde oportunidade nenhuma.

"
"Álvaro de Campos","Poesia de Álvaro de Campos","
Chove muito, chove excessivamente...
Chove e de vez em quando faz um vento frio...
Estou triste, muito triste, corno se o dia fosse eu.

Num dia no meu futuro em que chova assim também
E eu, à janela de repente me lembre do dia de hoje,
Pensarei eu «ah nesse tempo eu era mais feliz»
Ou pensarei «ah, que tempo triste foi aquele»!
Ah, meu Deus, eu que pensarei deste dia nesse dia
E o que serei, de que forma; o que me será o passado que é hoje só presente?...
O ar está mais desagasalhado, mais frio, mais triste
E há uma grande dúvida de chumbo no meu coração...

"
"Álvaro de Campos","Poesia de Álvaro de Campos","
CLEARLY NON-CAMPOS!

Não sei qual é o sentimento, ainda inexpresso, 
Que subitamente, como uma sufocação, me aflige 
O coração que, de repente, 
Entre o que vive, se esquece. 
Não sei qual é o sentimento 
Que me desvia do caminho, 
Que me dá de repente 
Um nojo daquilo que seguia, 
Uma vontade de nunca chegar a casa, 
Um desejo de indefinido, 
Um desejo lúcido de indefinido.

"
"Álvaro de Campos","Poesia de Álvaro de Campos","
Com as malas feitas e tudo a bordo
E nada mais a esperar da terra que deixamos,
Já com os trajes moles característicos dos viajantes, debruçados da amurada
Digamos adeus com um levantar da alegria ao que fica,
Adeus às afeições, e aos pensamentos domésticos, e às lareiras, e aos irmãos,
E enquanto se abre o espaço entre o navio lento e o cais
Gozemos uma grande esperança indefinida e arrepiada,
Uma trémula sensação de futuro.

Eis-nos a caminho, e quase a meio do rio
Aumenta a nitidez deixada na terra
Dos alpendres e dos guindastes ou das mercadorias descarregadas
E não é a nós, felizmente, que diz adeus aquela família
Aglomerada no extremo do cais, com um cuidado subjectivo e visível
De não cair dentro de água no meio da emoção.

Olhemos para os companheiros de bordo. Como são diversos!
Uns vão em trânsito. Não é com eles nenhuma destas despedidas.
Outros, com um ar palidamente sorridente de não querer chorar,
Acenam com um gesto deselegante e pouco afoito com os lenços
Para lenços que se acenam de outra gente que ficou no cais
No cais — ah reparem — subitamente tão mais longe do que notámos.

A amargura alegre da ida,
O sabor especial a começo de viagem marítima, a mistura com nossos sentidos
De cheiro das malas, de cheiro a navio, de cheiro a comida de bordo,
E a nossa alma é um composto confuso de cheiros e sabores
E tudo é a viagem indefinida que faremos vista através do paladar e  do olfacto,
Tudo é a incerteza sensual da vida sentida pela espinha abaixo...

E nós não deixamos ninguém...
Se deixássemos, ah os lenços que lindos!, o navio que se afasta
Afastar-se-ia de mais do que da terra;
Afastava-se do nosso passado todo, de nós-mesmos, ficados no cais e aqui a caminho,
Do sentimento doméstico com que beijamos a nossa mãe,
Da alegria com que às vezes, brincando, arreliamos as nossas irmãs...
Partir! partir é viver excessivamente. O que é tudo senão partir...
Todos os dias do cais da nossa vida nos separamos, navios (...),
E vamos para o futuro como se fossemos para o Mistério,
Mas que sabemos nós para onde vamos, ó dor, e o que somos,
E que proteico e fluido Deus é tutelar das partidas?
Olha, de longe, já os guindastes ainda mexendo,
Olha as figuras no cais, negras figuras, manchadas de lenços que se acenam,
Olha os casarões de zinco ondulado dos cais e docas, às portas deles,
O sossego destacado e acostumado a isto dos empregados e dos carregadores...
Vai tal angústia, tão inexplicável angústia na minha alma,
Que não sei como têm coragem, vendo que eu grito assim, para estarem parados
No cais, tranquilamente os descarregadores e os guardas fiscais!

Bebedeira da vida... ligeiro nervoso nas nossas sensações...
Perturbação alcoólica dos nossos sentidos íntimos...
A nossa alma sai um pouco para fora do seu lugar
E as rodas da nossa vida quotidiana começam a cambalear como se fossem sair do eixo...

Pelo convés fora a gente que já está acostumada a estar aqui a bordo
Está alheia a isto e interessada contudo
(Ah [enquanto eu atirar meu directo olhar, nunca?] olhar tranquilo,
Fremem em mim os nervos vibrados de todos que vejo que sentem,
Correm-me dos olhos as lágrimas de todos que choram porque se separam,
Tenho nas mãos os gestos circulares de mãos saudosas já que acenam com lenços,
Sou todas as penas que toda esta gente tem de se ir embora...
Sou as esperanças que levam consigo e agora lhes fazem mais trémula a dor da partida,
Estou [...] por dentro deles todos, na roupa que compraram para a viagem,
Nos pequenos objectos que, na véspera («Lá me ia esquecendo» dizem, e era uma coisa inútil)
Compraram de noite numa loja feérica cheia de malas de couro e que ia fechar...
Ah, com todos os nervos de toda a gente, os meus nervos vibram...
E com os estremeções das máquinas do navio, e com o estralejar da bandeira ao vento
E com o túmido tremor das enxárcias e com o ondular dos toldos
E toda a minha alma é uma dolorosa vibração física em ritmos de mim).

Vida cosmopolita atirada aos quatro ventos...
Vida de tanta gente real a bordo de tantos navios...
Embriaguez de lidar com outra gente e saber que eles existem e têm vidas passadas, preparadas, gozadas,
Sofridas, e tão curioso o traje, interessante a moral, de cada pessoa,
E tão cheio de enigmas e de metafísicas o modo como falam, como riem, como arranjam o cabelo, como se entendem uns com os outros...

Sensação metafísica das outras pessoas e das suas realidades, e do  seu décor...
Ó doença humanitária dos meus nervos vibrando cheios de outras pessoas,
Volúpia de gozar e sofrer através de hipóteses dos outros...
E eu ser só eu, só eu eternamente, e não ter outras vidas senão a minha!
Como se tocassem o fado de repente à meia-noite numa aldeia na América do Norte,
Um fatalismo metafísico com os nervos de toda a gente vibra em  mim a cada momento
Quando reparo cosmopoliticamente nos outros, e ouço várias línguas
E vejo nos gestos e nos trajes — que parecem idênticos mas são tão diferentes — várias pátrias, vários costumes,
E entrevejo lares diversos, vidas comerciais complexas, amores desconhecidos, mas de cidades que desconheço,
Tudo como num animatógrafo num teatro do tamanho do Universo,
Onde se soubesse que acabava o mundo e saindo para fora,
Não há casa para onde se regresse, nem automóvel que nos leve para  um lugar qualquer,
Mas a Noite Absoluta, e Deus talvez como uma Lua Enorme significando

IV

Profunda e religiosa solidão do indefinido Universo,
Vastidão enorme, nem larga nem alta nem comprida, mas só espaço, o constelado espaço
Deste mistério azul-negro e estrelado onde a terra é uma coisa
E as vidas aparecem como lanchas à superfície da água...
Raios de sol entrando pela janela entreaberta no quarto da casa de campo,
Meios-dias nas eiras abandonadas,
Tardes noites para encontros em outras margens de rios,
Fazei do nosso conseguimento natural um sossego, uma capa
E descei sobre a minha alma...
Vós, ó campos repousados e incivilizados
Vós ó rios tranquilamente passando por uma inquietação,
Vós ó jardins públicos às tardes visitados
Vós ó tanques de quintas, vós ó lareiras em solares,
E disperso arfar de sedas pretas o silêncio da noite.

"
"Fernando Pessoa","Poesia de Álvaro de Campos","
Com teu gesto pintado e exagerado
E o teu prolixo modo de sorrir
E o teu olhar, sob o torpor copado
Da expressão, veludineo em dirigir

Tu nada sabes do essencial pecado
E uma inocência (...) vem luzir
Como uma luz de azeite em descampado
No teu gesto ensinado a conseguir.

Porque a análise é a vera perversão...
O único vício é rebuscar a alma,
Dor a dor, sensação a sensação...

Tu, a exterior, que mal tens na alma oca?
Nada... Ai de nós de quem a vida é calma.
E quem é que fica dentro ... (Abre a tua boca!)

"
"Álvaro de Campos","Poesia de Álvaro de Campos","
Começa a haver meia-noite, e a haver sossego,
Por toda a parte das coisas sobrepostas,
Os andares vários da acumulação da vida...
Calaram o piano no terceiro-andar...
Não oiço já passos no segundo-andar...
No rés-do-chão o rádio está em silêncio...

Vai tudo dormir...

Fico sozinho com o universo inteiro. 
Não quero ir à janela: 
Se eu olhar, que de estrelas! 
Que grandes silêncios maiores há no alto! 
Que céu anticitadino! —

Antes, recluso,
Num desejo de não ser recluso,
Escuto ansiosamente os ruídos da rua...
Um automóvel! — demasiado rápido! —
Os duplos passos em conversa falam-me
O som de um portão que se fecha brusco dói-me...

Vai tudo dormir...

Só eu velo, sonolentamente escutando,
Esperando
Qualquer coisa antes que durma...
Qualquer coisa...

"
"Álvaro de Campos","Poesia de Álvaro de Campos","
Começo a conhecer-me. Não existo.
Sou o intervalo entre o que desejo ser e os outros me fizeram,
Ou metade desse intervalo, porque também há vida...
Sou isso, enfim...
Apague a luz, feche a porta e deixe de ter barulho de chinelas no corredor. 
Fique eu no quarto só com o grande sossego de mim mesmo.
É um universo barato.

"
"Álvaro de Campos","Poesia de Álvaro de Campos","
Contudo, contudo, 
Também houve gládios e flâmulas de cores 
Na Primavera do que sonhei de mim. 
Também a esperança 
Orvalhou os campos da minha visão involuntária, 
Também tive quem também me sorrisse.

Hoje estou como se esse tivesse sido outro. 
Quem fui não me lembra senão como uma história apensa. 
Quem serei não me interessa, como o futuro do mundo.

Caí pela escada abaixo subitamente, 
E até o som de cair era a gargalhada da queda. 
Cada degrau era a testemunha importuna e dura 
Do ridículo que fiz de mim.

Pobre do que perdeu o lugar oferecido por não ter casaco limpo com que aparecesse,
Mas pobre também do que, sendo rico e nobre, 
Perdeu o lugar do amor por não ter casaco bom dentro do desejo.
Sou imparcial como a neve. 
Nunca preferi o pobre ao rico,
Como, em mim, nunca preferi nada a nada.

Vi sempre o mundo independentemente de mim.
Por trás disso estavam as minhas sensações vivíssimas,
Mas isso era outro mundo.
Contudo a minha mágoa nunca me fez ver negro o que era cor de laranja. 
Acima de tudo o mundo externo! 
Eu que me aguente comigo e com os comigos de mim.

"
"Álvaro de Campos","Poesia de Álvaro de Campos","
Cristãos, pagãos, [...], (...)
A qual de vós fará o Mistério a vontade?
A incerteza do que é a morte é o que nos vale na vida.
O desconhecimento do que é a morte é o sentido da vida.
O desconhecermos a morte é que faz a beleza da vida.

Quem sabe o valor exacto de uma vida?
Sei que há uma vida, e que apagam essa vida — não sei é quem apaga
Mas sei que de cada vida que passa há um universo em mim.

"
"Álvaro de Campos","Poesia de Álvaro de Campos","
Cruzou por mim, veio ter comigo, numa rua da Baixa
Aquele homem mal vestido, pedinte por profissão que se lhe vê na cara
Que simpatiza comigo e eu simpatizo com  ele;
E reciprocamente, num gesto largo, transbordante, dei-lhe tudo quanto tinha
(Excepto, naturalmente, o que estava na algibeira onde trago mais dinheiro:
Não sou parvo nem romancista russo, aplicado,
E romantismo, sim, mas devagar...).

Sinto urna simpatia por essa gente toda,
Sobretudo quando não merece simpatia.
Sim, eu sou também vadio e pedinte,
E sou-o também por minha culpa.
Ser vadio e pedinte não é ser vadio e pedinte:
É estar ao lado da escala social,
É não ser adaptável às normas da vida,
Às normas reais ou sentimentais da vida —
Não ser Juiz do Supremo, empregado certo, prostituta,
Não ser pobre a valer, operário explorado,
Não ser doente de uma doença incurável,
Não ser sedento de justiça, ou capitão de cavalaria
Não ser, enfim, aquelas pessoas sociais dos novelistas
Que se fartam de letras porque têm razão para chorar lágrimas,
E se revoltam contra a vida social porque têm razão para isso supor.
Não: tudo menos ter razão!
Tudo menos importar-me com a humanidade!
Tudo menos ceder ao humanitarismo!
De que serve uma sensação se há uma razão exterior para ela?

Sim, ser vadio e pedinte, como eu sou,
Não é ser vadio e pedinte, o que é corrente:
É ser isolado na alma, e isso é que é ser vadio,
É ter que pedir aos dias que passem, e nos deixem, e isso é que é ser pedinte.

Tudo mais é estúpido como um Dostoievski ou um Gorki.
Tudo mais é ter fome ou não ter que vestir.
E, mesmo que isso aconteça, isso acontece a tanta gente
Que nem vale a pena ter pena da gente a quem isso acontece.
Sou vadio e pedinte a valer, isto é, no sentido translato,
E estou-me rebolando numa grande caridade por mim.

Coitado do Álvaro de Campos!
Tão isolado na vida! Tão deprimido nas sensações!
Coitado dele, enfiado na poltrona da sua melancolia!
Coitado dele, que com lágrimas (autênticas) nos olhos,
Deu hoje, num gesto largo, liberal e moscovita,
Tudo quanto tinha, na algibeira em que tinha pouco, àquele
Pobre que não era pobre, que tinha olhos
tristes por profissão.

Coitado do Álvaro de Campos, com quem ninguém se importa!
Coitado dele que tem tanta pena de si mesmo!

E, sim, coitado dele!
Mais coitado dele que de muitos que são vadios e vadiam,
Que são pedintes e pedem,
Porque a alma humana é um abismo.

Eu é que sei. Coitado dele!

Que bom poder-me revoltar num comício dentro da minha alma!
Mas até nem parvo sou!
Nem tenho a defesa de poder ter opiniões sociais.
Não tenho, mesmo, defesa nenhuma: sou lúcido.

Não me queiram converter a convicção: sou lúcido.
Já disse: Sou lúcido.
Nada de estéticas com coração: Sou lúcido.
Merda! Sou lúcido.

"
"Álvaro de Campos","Poesia de Álvaro de Campos","
CUL DE LAMPE

Pouco a pouco,
Sem que qualquer coisa me falte,
Sem que qualquer coisa me sobre,
Sem que qualquer coisa esteja exactamente na mesma posição,
Vou andando parado,
Vou vivendo morrendo,
Vou sendo eu através de uma quantidade de gente sem ser.
Vou sendo tudo menos eu.
Acabei.

Pouco a pouco,
Sem que ninguém me falasse
(Que importa tudo quanto me tem sido dito na vida?),
Sem que ninguém me escutasse
(Que importa quanto disse e me ouviram dizer?)
Sem que ninguém me quisesse
(Que importa o que disse quem me disse que queria?),
Muito bem...
Pouco a pouco,
Sem nada disso,
Sem nada que não seja isso,
Vou parando,
Vou parar,
Acabei.

Qual acabei!
Estou farto de sentir e de fingir em pensar,
E não acabei ainda.
Ainda estou a escrever versos.
Ainda estou a escrever.
Ainda estou.

(Não, não vou acabar
Ainda...
Não vou acabar.
Acabei.)

Subitamente, na rua transversal, uma janela no alto e que vulto nela?
E o horror de ter perdido a infância em que ali não estive
E o caminho vagabundo da minha consciência inexequível.

Que mais querem? Acabei.
Nem falta o canário da vizinha ó manhã de outro tempo,
Nem som (cheio de cesto) do padeiro na escada
Nem os pregões que não sei já onde estão —
Nem o enterro (ouço as vozes) na rua,
Nem trovão súbito da madeira das tabuinhas de defronte no ar de verão
Nem... quanta coisa, quanta alma, quanto irreparável!
Afinal, agora tudo cocaína...
Meu amor infância!
Meu passado bibe!
Meu repouso pão com manteiga boa à janela!
Basta, que já estou cego para o que vejo!
Arre, acabei!
Basta!

"
"Álvaro de Campos","Poesia de Álvaro de Campos","
Dá-nos a Tua paz,
Deus Cristão falso, mas consolador, porque todos
Nascem para a emoção rezada a ti;
Deus anti-científico mas que a nossa mãe ensina;
Deus absurdo da verdade absurda, mas que tem a verdade das lágrimas
Nas horas de fraqueza em que sentimos que passamos
Como o fumo e a nuvem, mas a emoção não o quer,
Como o rasto na terra, mas a alma é sensível...

Dá-nos a Tua paz, ainda que não existisses nunca,
A Tua paz no mundo que julgas Teu,
A Tua paz impossível tão possível à Terra,
À grande mãe pagã, cristã em nós a esta hora
E que deve ser humana em tudo quanto é humano em nós.

Dá-nos a paz como uma brisa saindo
Ou a chuva para a qual há preces nas províncias,
E chove por leis naturais tranquilizadoramente.

Dá-nos a paz, porque por ela siga, e regresse
O nosso espírito cansado ao quarto de arrumações e coser
Onde ao canto está o berço inútil, mas não a mãe que embala,
Onde na cómoda velha está a roupa da infância, despida
Com o poder iludir a vida com o sonho...

Dá-nos a tua paz.
O mundo é incerto e confuso,
O pensamento não chega a parte nenhuma da Terra,
O braço não alcança mais do que a mão pode conter,
O olhar não atravessa os muros da sombra,
O coração não sabe desejar o que deseja
A vida erra constantemente o caminho para a Vida.
Dá-nos, Senhor, a paz, Cristo ou Buda que sejas,
Dá-nos a paz e admite
Nos vales esquecidos dos pastores ignotos
Nos píncaros de gelo dos eremitas perdidos,
Nas ruas transversais dos bairros afastados das cidades,
A paz que é dos que não conhecem e esquecem sem querer.

Materna paz que adormeça a terra,
Dormente à lareira sem filosofias,
Memória dos contos de fadas sem a vida lá fora,
A canção do berço revivida através do menino sem futuro,
O calor, a ama, o menino,
O menino que se vai deitar
E o sentido inútil da vida,
O coveiro antigo das coisas,
A dor sem fundo da terra, dos homens, dos destinos
Do mundo...

"
"Álvaro de Campos","Poesia de Álvaro de Campos","
DACTILOGRAFIA

Traço sozinho, no meu cubículo de engenheiro, o plano, 
Firmo o projecto, aqui isolado, 
Remoto até de quem eu sou.

Ao lado, acompanhamento banalmente sinistro, 
O tic-tac estalado das máquinas de escrever. 
Que náusea da vida! 
Que abjecção esta regularidade! 
Que sono este ser assim!

Outrora, quando fui outro, eram castelos e cavaleiros 
(Ilustrações, talvez, de qualquer livro de infância), 
Outrora, quando fui verdadeiro ao meu sonho, 
Eram grandes paisagens do Norte, explícitas de neve, 
Eram grandes palmares do Sul, opulentos de verdes.

Outrora.

Ao lado, acompanhamento banalmente sinistro. 
O tic-tac estalado das máquinas de escrever.

Temos todos duas vidas: 
A verdadeira, que é a que sonhamos na infância, 
E que continuamos sonhando, adultos num substrato de névoa; 
A falsa, que é a que vivemos em convivência com outros, 
Que é a prática, a útil, 
Aquela em que acabam por nos meter num caixão.

Na outra não há caixões, nem mortes,
Há só ilustrações de infância:
Grandes livros coloridos, para ver mas não ler;
Grandes páginas de cores para recordar mais tarde.
Na outra somos nós,
Na outra vivemos;
Nesta morremos, que é o que viver quer dizer;
Neste momento, pela náusea, vivo na outra...

Mas ao lado, acompanhamento banalmente sinistro. 
Ergue a voz o tic-tac estalado das máquinas de escrever.

"
"Álvaro de Campos","Poesia de Álvaro de Campos","
DE LA MUSIQUE

Ah, pouco a pouco, entre as árvores antigas, 
A figura dela emerge e eu deixo de pensar...

Pouco a pouco, da angústia de mim vou eu mesmo emergindo...

As duas figuras encontram-se na clareira ao pé do lago...

...As duas figuras sonhadas, 
Porque isto foi só um raio de luar e uma tristeza minha. 
E uma suposição de outra coisa, 
E o resultado de existir...

Verdadeiramente, ter-se-iam encontrado as duas figuras 
Na clareira ao pé do lago?

                                (...Mas se não existem?...)

... Na clareira ao pé do lago?...

"
