"Autor";"Obra";"Poema"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
Há mais de meia hora 
Que estou sentado à secretária 
Com o único intuito 
De olhar para ela. 
(Estes versos estão fora do meu ritmo. 
Eu também estou fora do meu ritmo). 
Tinteiro grande à frente. 
Canetas com aparos novos à frente. 
Mais para cá papel muito limpo. 
Ao lado esquerdo um volume da «Enciclopédia Britânica». 
Ao lado direito — 
Ah, ao lado direito! 
A faca de papel com que ontem 
Não tive paciência para abrir completamente 
O livro que me interessava e não lerei.

Quem pudesse sintonizar tudo isto!

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
Hoje que tudo me falta, como se fosse o chão,
Que me conheço atrozmente, que toda a literatura
Que uso de mim para mim, para ter consciência de mim,
Caiu, como o papel que embrulhou um rebuçado mau —
Hoje tenho uma alma parecida com a morte dos nervos
Necrose da alma,
Apodrecimento dos sentidos.
Tudo quanto tenho feito conheço-o claramente: é nada.
Tudo quanto sonhei, podia tê-lo sonhado o moço de fretes.
Tudo quanto amei, se hoje me lembro que o amei, morreu há muito.
Ó Paraíso Perdido da minha infância burguesa,
Meu Éden agasalhando o chá nocturno,
Minha colcha limpa de menino!
O Destino acabou-me como a um manuscrito interrompido.
Nem altos nem baixos — consciência de nem sequer a ter...
Papelotes da velha solteira — toda a minha vida.
Tenho uma náusea do estômago nos pulmões.
Custa-me a respirar para sustentar a alma.
Tenho uma quantidade de doenças tristes nas juntas da vontade.
Minha grinalda de poeta — eras de flores de papel,
A tua imortalidade presumida era o não teres vida.
Minha coroa de louros de poeta — sonhada petrarquicamente,
Sem capotinho mas com fama,
Sem dados mas com Deus —
Tabuleta [de] vinho falsificado na última taberna da esquina!

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
Já sei: alguém disse a verdade.
Até os cordéis parecem aflitos,
Entra neste lar o objectivo.
E cada um ficou de fora, como um pano na corda
Que a chuva apanha esquecido na noite de janelas fechadas.

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
LÀ-BAS, JE NE SAIS OÙ...

Véspera de viagem, campainha... 
Não me sobreavisem estridentemente!

Quero gozar o repouso da gare da alma que tenho 
Antes de ver avançar para mim a chegada de ferro 
Do comboio definitivo, 
Antes de sentir a partida verdadeira nas goelas do estômago, 
Antes de pôr no estribo um pé 
Que nunca aprendeu a não ter emoção sempre que teve que partir.

Quero, neste momento, fumando no apeadeiro de hoje, 
Estar ainda um bocado agarrado à velha vida. 
Vida inútil, que era melhor deixar, que é uma cela? 
Que importa? Todo o universo é uma cela, e o estar preso não tem que ver com o tamanho da cela.
Sabe-me a náusea próxima o cigarro. O comboio já partiu da outra estação...
Adeus, adeus, adeus, toda a gente que não veio despedir-se de mim,
Minha família abstracta e impossível...
Adeus dia de hoje, adeus apeadeiro de hoje, adeus vida, adeus vida! 
Ficar como um volume rotulado esquecido,
Ao canto do resguardo de passageiros do outro lado da linha. 
Ser encontrado pelo guarda casual depois da partida —
«E esta? Então não houve um tipo que deixou isto aqui?» —

Ficar só a pensar em partir,
Ficar e ter razão,
Ficar e morrer menos...

Vou para o futuro como para um exame difícil. 
Se o comboio nunca chegasse e Deus tivesse pena de mim?

Já me vejo na estação até aqui simples metáfora.
Sou uma pessoa perfeitamente apresentável.
Vê-se — dizem — que tenho vivido no estrangeiro.
Os meus modos são de homem educado, evidentemente.
Pego na mala, rejeitando o moço, como a um vício vil.

E a mão com que pego na mala treme-me e a ela.

Partir! 
Nunca voltarei.
Nunca voltarei porque nunca se volta.
O lugar a que se volta é sempre outro, 
A gare a que se volta é outra. 
Já não está a mesma gente, nem a mesma luz, nem a mesma filosofia.

Partir! Meus Deus, partir! Tenho medo de partir!...

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
MANIFESTO DE ÁLVARO DE CAMPOS

Ora porra!
Nem o rei chegou, nem o Afonso Costa morreu quando caiu do
carro abaixo!
E ficou tudo na mesma, tendo a mais só os alemães a menos...
E para isto se fundou Portugal!

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
Mas eu não tenho problemas tenho só mistérios.

Todos choram as minhas lágrimas, porque as minhas lágrimas são todos.
Todos sofrem no meu coração, porque o meu coração é tudo.

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
Mas mesmo assim, de repente mas de vagar, de vagar,
Atravessando todas estas coisas modernas e presentes,
Vindo naturalmente através de todas estas coisas e estes ruídos,
Como se tudo isto fosse um vidro fosco transparente a essa luz,
Através do ruído dos guindastes, pelos interstícios do marulhar dos barcos,
Coando pelas frinchas dos assobios dos comboios,
Misteriosamente repassando, ensopando a faina das gentes,
Torna, através do moderno e do actual, a eterna voz marítima,
A eterna voz representativa das grandes coisas oceânicas,

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
Mestre, meu mestre querido! 
Coração do meu corpo intelectual e inteiro! 
Vida da origem da minha inspiração!
Mestre, que é feito de ti nesta forma de vida?

Não cuidaste se morrerias, se viverias, nem de ti nem de nada.
Alma abstracta e visual até aos ossos,
Atenção maravilhosa ao mundo exterior sempre múltiplo,
Refúgio das saudades de todos os deuses antigos,
Espírito humano da terra materna,
Flor acima do dilúvio da inteligência subjectiva...

Mestre, meu mestre! 
Na angústia sensacionista de todos os dias sentidos, 
Na mágoa quotidiana das matemáticas de ser, 
Eu, escravo de tudo como um pó de todos os ventos, 
Ergo as mãos para ti, que estás longe, tão longe de mim!

Meu mestre e meu guia! 
A quem nenhuma coisa feriu, nem doeu, nem perturbou, 
Seguro como um sol fazendo o seu dia involuntariamente, 
Natural como um dia mostrando tudo, 
Meu mestre, meu coração não aprendeu a tua serenidade. 
Meu coração não aprendeu nada. 
Meu coração não é nada, 
Meu coração está perdido.

Mestre, só seria como tu se tivesse sido tu.
Que triste a grande hora alegre em que primeiro te ouvi! 
Depois tudo é cansaço neste mundo subjectivado,
Tudo é esforço neste mundo onde se querem coisas, 
Tudo é mentira neste mundo onde se pensam coisas, 
Tudo é outra coisa neste mundo onde tudo se sente. 
Depois, tenho sido como um mendigo deixado ao relento 
Pela indiferença de toda a vila.
Depois, tenho sido como as ervas arrancadas,
Deixadas aos molhos em alinhamentos sem sentido. 
Depois, tenho sido eu, sim eu, por minha desgraça, 
E eu, por minha desgraça, não sou eu nem outro nem ninguém 
Depois, mas porque é que ensinaste a clareza da vista,
Se não me podias ensinar a ter a alma com que a ver clara? 
Porque é que me chamaste para o alto dos montes

Se eu, criança das cidades do vale, não sabia respirar? 
Porque é que me deste a tua alma se eu não sabia que fazer dela 
Como quem está carregado de ouro num deserto, 
Ou canta com voz divina entre ruínas?
Porque é que me acordaste para a sensação e a nova alma, 
Se eu não saberei sentir, se a minha alma é de sempre a minha?

Prouvera ao Deus ignoto que eu ficasse sempre aquele 
Poeta decadente, estupidamente pretensioso, 
Que poderia ao menos vir a agradar, 
E não surgisse em mim a pavorosa ciência de ver. 
Para que me tornaste eu? Deixasses-me ser humano!

Feliz o homem marçano, 
Que tem a sua tarefa quotidiana normal, tão leve ainda que pesada. 
Que tem a sua vida usual, 
Para quem o prazer é prazer e o recreio é recreio. 
Que dorme sono, 
Que come comida, 
Que bebe bebida, e por isso tem alegria.

A calma que tinhas, deste-ma, e foi-me inquietação. 
Libertaste-me, mas o destino humano é ser escravo. 
Acordaste-me, mas o sentido de ser humano é dormir.

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
Meu cérebro fotográfico...
Vaga náusea física... o cies no longe cheira-me a aqui perto...
Que tristeza a de partir! What time did the captain  say an order to leave? de partir e deixar atrás de nós
Não só as pedras da cidade, e as casas e a cidade vista de longe
Mas oh, [...] just ever and ever on that village on the other side up at river, it's just perfect in this [...]
Também as memórias antigas, as carícias maternas hoje na sepultura,
Tudo isso parece que ficou aqui, deixado aqui, e nós indo sem levar

                              
              isso tudo... Non, Monsieur, c'est de l'autre bord...
            

Ó Chico, não te chegues para fora
([...] oh!) podes cair!

Que lume na lenha da velha lareira provinciana — o senhor dá-me
        licença?... passa uma farda de guarda fiscal pelo meu ombro
        — e dos contos que me contavam nas noites de inverno

                      
              u-uf-u-u-u-u... o apito do vapor...
            


              Et vous
               
              aussi, Mark — Sim senhor, para o Rio de Janeiro
            

              Tenho lá... yes, all the time... 
              Ó pobre pequenino rio da minha terra!
            
O ruído da água — shl, shl, shlbrtsher, shlbrtsher, e o meu velho primo, perdido para sempre
Quase que me esqueço de me poder lembrar dele

                      
              came into the smoking room... God [...] Lisboa? Oh, yes, but
            

                      
              not (entram para dentro alguns dias [...] através da minha sensação
            
        deles no meu cérebro que não tem olhos para os ver)
u-u-u-u-u-u-u
        u u-u
        u-u-u-u-u-u
u-u-u-u-u-u-u-u-u
        u-u-u-u-u-u-u
        u-u-u-u-u-u u
        u-u-u
                  u-u-u
                  u-u
u-fff-(uu uff)

                      
              f.f.
            
        (fff)

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
Meu coração, bandeira içada
Em festas onde não há ninguém...
Meu coração, barco atado à margem
Esperando o dono cadáver amarelado entre os juncais...
Meu coração  a mulher do forçado,
A estalajadeira dos mortos da noite,
Aguarda à porta, com um sorriso maligno
Todo o sistema do universo,
Concluso a podridão e a esfinges...
Meu coração algema partida.

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
Meu coração, mistério batido pelas lonas dos ventos...
Bandeira a estralejar desfraldadamente ao alto,
Árvore misturada, curvada, sacudida pelo vendaval,
Agitada como uma espuma verde pegada a si mesma,
(...)
Para sempre condenada à raiz de não se poder exprimir!
Queria gritar alto com uma voz que dissesse!
Queria levar ao menos a um outro coração a consciência do meu!
Queria ser lá fora...
Mas o que Sou? O trapo que foi bandeira,
As folhas varridas para o canto que foram ramos,
As palavras socialmente desentendidas, até por quem as aprecia,
Eu que quis fora a minha alma inteira,
E ficou só a chapéu do mendigo debaixo do automóvel,
Estragado estragado,
E o riso dos rápidos Soou para trás na estrada dos felizes...

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
Meu pobre amigo, não tenho compaixão que te dar.                A compaixão                               custa, sobretudo sincera, e em dias de chuva.              Quero dizer: custa sentir em dias de chuva. Sintamos a chuva e deixemos a psicologia para outra espécie de céu.   Com que então problema sexual? Mas isso depois dos quinze anos é uma indecência. Preocupação com o sexo oposto (suponhamos) e a sua psicologia — Mas isso é estúpido, filho. O sexo oposto existe para ser procurado e não para ser compreendido. O problema existe para estar resolvido e não para preocupar. Compreender é ser impotente. E você devia revelar-se menos. La Colére de Samson, conhece? La femme, enfant malade et [...] Mas não é nada disso. Não me mace, nem me obrigue a ter pena! Olhe: tudo é literatura. Vem-nos tudo de fora, como a chuva. A maneira? Se nós somos páginas aplicadas de romances? Traduções, meu filho. Você sabe porque está tão triste? É por causa de Platão, Que você nunca leu. E um soneto de Petrarca, que você desconhece, sobrou-lhe errado, E assim é a vida. Arregace as mangas da camisa civilizada E cave terras exactas! Mais vale isso que ter a alma dos outros. Não somos senão fantasmas de fantasmas, E a paisagem hoje ajuda muito pouco. Tudo é geograficamente exterior. A chuva cai por uma lei natural E a humanidade ama porque ama falar no amor. 
"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
Minha imaginação é um Arco de Triunfo.
Por baixo passa roda a Vida.
Passa a vida comercial de hoje, automóveis, camiões,
Passa a vida tradicional nos trajes de alguns regimentos,
Passam todas as classes sociais, passam todas as formas de vida,
E no momento em que passam na sombra do Arco de Triunfo
Qualquer coisa de triunfal cai sobre eles,
E eles são, um momento, pequenos e grandes.
São momentaneamente um triunfo que eu os faço ser.

O Arco de Triunfo da minha Imaginação
Assenta de um lado sobre Deus e do outro
Sobre o quotidiano, sobre o mesquinho (segundo se julga),
Sobre a faina de todas as horas, as sensações de todos os momentos,
E as rápidas intenções que morrem antes do gesto.

Eu-próprio, aparte e fora da minha imaginação,
E contudo parte dela,
Sou a figura triunfal que olha do alto do arco,
Que sai do arco e lhe pertence,
E fita quem passa por baixo elevada e suspensa,
Monstruosa e bela.

Mas às grandes horas da minha sensação,
Quando em vez de rectilínea, ela é circular
E gira vertiginosamente sobre si-própria,
O Arco desaparece, funde-se com a gente que passa,
E eu sinto que sou o Arco, e o espaço que ele abrange,
E toda a gente que passa,
E todo o passado da gente que passa,
E todo o futuro da gente que passa,
E toda a gente que passará
E toda a gente que já passou.
Sinto isto, e ao senti-lo sou cada vez mais
A figura esculpida a sair do alto do arco
Que fita para baixo
O universo que passa.
Mas eu próprio sou o Universo,
Eu próprio sou sujeito e objecto,
Eu próprio sou Arco e Rua,
Eu próprio cinjo e deixo passar, abranjo e liberto,
Fito de alto, e de baixo fito-me fitando,
Passo por baixo, fico em cima, quedo-me dos lados,
Totalizo e transcendo,
Realizo Deus numa arquitectura triunfal
De arco de Triunfo posto sobre o universo,
De arco de triunfo construído
Sobre todas as sensações de todos que sentem
E sobre todas as sensações de todas as sensações...

Poesia do ímpeto e do giro,
Da vertigem e da explosão,
Poesia dinâmica, sensacionista, silvando
Pela minha imaginação fora em torrentes de fogo,
Em grandes rios de chama, em grandes vulcões de lume.

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
Na ampla sala de jantar das tias velhas
O relógio tictaqueava o tempo mais devagar.
Ah o horror da felicidade que se não conheceu
Por se ter conhecido sem se conhecer,
O horror do que foi porque o que está está aqui.
Chá com torradas na província de outrora
Em quantas cidades me tens sido memória e choro!
Eternamente criança,
Eternamente abandonado,
Desde que o chá e as torradas me faltaram no coração.

Aquece, meu coração!
Aquece ao passado,
Que o presente é só uma rua onde passa quem me esqueceu...

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
NA ÚLTIMA PÁGINA DE UMA ANTOLOGIA NOVA

Tantos bons poetas!
Tantos bons poemas!
São realmente bons e bons,
Com tanta concorrência não fica ninguém,
Ou ficam ao acaso, numa lotaria da posteridade,
Obtendo lugares por capricho do Empresário.
Tantos bons poetas!
Para que escrevo eu versos?
Quando os escrevo parecem-me
O que a minha emoção, com que os escrevi, me parece —
A única coisa grande no mundo...
Enche o universo de frio o pavor de mim.
Depois, escritos, visíveis, legíveis...
Ora... E nesta antologia de poetas menores?
Tantos bons poetas!
O que é o génio, afinal, ou como é que se distingue
O génio, e os bons poemas dos bons poetas?
Sei lá se realmente se distingue...
O melhor é dormir...
Fecho a antologia mais cansado do que do mundo —
Sou vulgar?...
Há tantos bons poetas!
Santo Deus!...

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
Não se preocupem comigo: também tenho a verdade.
Tenho-a a sair da algibeira como um prestidigitador.
Também pertenço...
Ninguém conclui sem mim, é claro,
E estar triste é ter ideias destas.
Ó meu capricho entre terraços aristocráticos,
Comes açorda em mangas de camisa no meu coração.

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
Não sei se os astros mandam neste mundo,
Nem se as cartas —
As de jogar ou as do Tarot —
Podem revelar qualquer coisa.

Não sei se deitando dados
Se chega a qualquer conclusão.
Mas também não sei
Se vivendo como o comum dos homens
Se atinge qualquer coisa.

Sim, não sei
Se hei-de acreditar neste sol de todos os dias,
Cuja autenticidade ninguém me garante.
Ou se não será melhor, por melhor ou por mais cómodo,
Acreditar em qualquer outro sol —
Outro que ilumine até de noite. —
Qualquer profundidade luminosa das coisas
De que não percebo nada...

Por enquanto
(Vamos devagar)
Por enquanto
Tenho o corrimão da escada absolutamente seguro.
Seguro com a mão —
O corrimão que me não pertence
E apoiado ao qual ascendo...
Sim... Ascendo
Ascendo até isto:
Não sei se os astros mandam neste mundo...

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
Não sei. Falta-me um sentido, um tacto 
Para a vida, para o amor, para a glória... 
Para que serve qualquer história, 
Ou qualquer facto?

Estou só, só como ninguém ainda esteve, 
Oco dentro de mim, sem depois nem antes. 
Parece que passam sem ver-me os instantes, 
Mas passam sem que o seu passo seja leve.

Começo a ler, mas cansa-me o que inda não li. 
Quero pensar, mas dói-me o que irei concluir. 
O sonho pesa-me antes de o ter. Sentir 
É tudo uma coisa como qualquer coisa que já vi.

Não ser nada, ser uma figura de romance, 
Sem vida, sem morte material, uma ideia, 
Qualquer coisa que nada tornasse útil ou feia, 
Uma sombra num chão irreal, um sonho num transe.

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
Não! Só quero a liberdade!
Amor, glória, dinheiro são prisões.
Bonitas salas? Bons estofos? Tapetes moles?
Ah, mas deixem-me sair para ir ter comigo.
Quero respirar o ar sozinho,
Não tenho pulsações em conjunto,
Não sinto em sociedade por quotas,
Não sou senão eu, não nasci senão quem sou, estou cheio de mim.

Onde quero dormir? No quintal...
Nada de paredes — ser o grande entendimento —
Eu e o universo,
E que sossego, que paz não ver antes de dormir o espectro do guarda-fatos
Mas o grande esplendor, negro e fresco de todos os astros juntos,
O grande abismo infinito para cima
A pôr brisas e bondades do alto na caveira tapada de carne que é a minha cara,
Onde só os olhos — outro céu — revelam o grande ser subjectivo.

Não quero! Dêem-me a liberdade!
Quero ser igual a mim mesmo.
Não me capem com ideais!
Não me vistam as camisas-de-forças das maneiras!
Não me façam elogiável ou inteligível!
Não me matem em vida!

Quero saber atirar com essa bola alta à lua
E ouvi-la cair no quintal do lado!
Quero ir deitar-me na relva, pensando Amanhã vou buscá-la...
Amanhã vou buscá-la ao quintal ao lado...
Amanhã vou buscá-la ao quintal ao lado...

              
              Amanhã vou buscá-la ao quintal
            
Buscá-la ao quintal
Ao quintal
ao lado...

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
Nas praças vindouras — talvez as mesmas que as nossas —
Que elixires serão apregoados? 
Com rótulos diferentes, os mesmos do Egipto dos Faraós; 
Com outros processos de os fazer comprar, os que já são nossos.

E as metafísicas perdidas nos cantos dos cafés de toda a parte, 
As filosofias solitárias de tanta trapeira de falhado, 
As ideias casuais de tanto casual, as intuições de tanto ninguém — 
Um dia talvez, em fluido abstracto, e substância implausível, 
Formem um deus, e ocupem o mundo. 
Mas a mim, hoje, a mim 
Não há sossego de pensar nas propriedades das coisas, 
Nos destinos que não desvendo, 
Na minha própria metafísica, que tenho porque penso e sinto 
Não há sossego, 
E os grandes montes ao sol têm-no tão nitidamente!

Têm-no? Os montes ao sol não têm coisa nenhuma do espírito. 
Não seriam montes, não estariam ao sol, se o tivessem.

O cansaço de pensar, indo até ao fundo de existir, 
Faz-me velho desde antes de ontem com um frio até no corpo.

O que é feito dos propósitos perdidos, e dos sonhos impossíveis? 
E porque é que há propósitos mortos e sonhos sem razão? 
Nos dias de chuva lenta, contínua, monótona, uma, 
Custa-me levantar-me da cadeira onde não dei por me ter sentado, 
E o universo é absolutamente oco em torno de mim.

O tédio que chega a constituir nossos ossos encharcou-me o ser,
E a memória de qualquer coisa de que me não lembro esfria-me a alma. 
Sem dúvida que as ilhas dos mares do sul têm possibilidades para o sonho, 
E que os areais dos desertos todos compensam um pouco a imaginação;
Mas no meu coração sem mares nem desertos nem ilhas sinto eu,
Na minha alma vazia estou,
E narro-me prolixamente sem sentido, como se um parvo estivesse com febre.

Fúria fria do destino, 
Intersecção de tudo, 
Confusão das coisas com as suas causas e os seus efeitos, 
Consequência de ter corpo e alma, 
E o som da chuva chega até eu ser, e é escuro.

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
No fim de tudo dormir.
No fim de quê?
No fim do que tudo parece ser...,
Este pequeno universo provinciano entre os astros,
Esta aldeola do espaço,
E não só do espaço visível, mas até do espaço total.

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
No lugar dos palácios desertos e em ruínas
À beira do mar, 
Leiamos, sorrindo, os segredos das sinas
De quem sabe amar.

Qualquer que ele seja, o destino daqueles 
Que o amor levou 
Para a sombra, ou na luz se fez a sombra deles, 
Qualquer fosse o voo.

Por certo eles foram mais reais e felizes.

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
No ocaso, sobre Lisboa, no tédio dos dias que passam,
Fixo no tédio do dia que passa permanentemente
Moro na vigília involuntária como um fecho de porta
Que não fecha coisa nenhuma.
Meu coração involuntário, impulsivo,
Naufraga a esfinges indigentes
Nas consequências e fins, [acordando?] no [além?]...

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
NOTAS SOBRE TAVIRA

Cheguei finalmente à vila da minha infância.
Desci do comboio, recordei-me, olhei, vi, comparei.
(Tudo isto levou o espaço de tempo de um olhar cansado).
Tudo é velho onde fui novo.
Desde já — outras lojas, e outras frontarias de pinturas nos mesmos prédios —
Um automóvel que nunca vi (não os havia antes)
Estagna amarelo escuro ante uma porta entreaberta.
Tudo é velho onde fui novo.
Sim, porque até o mais novo que eu é ser velho o resto.
A casa que pintaram de novo é mais velha porque a pintaram de novo.
Paro diante da paisagem, e o que vejo sou eu.
Outrora aqui antevi-me esplendoroso aos 40 anos — Senhor do mundo —

              É 
              aos 41 que desembarco do comboio [indolentão?].
            
O que conquistei? Nada.
Nada, aliás, tenho a valer conquistado.
Trago o meu tédio e a minha falência fisicamente no pesar-me mais a mala...
De repente avanço seguro, resolutamente.
Passou roda a minha hesitação
Esta vila da minha infância é afinal uma cidade estrangeira.
(Estou à vontade, como sempre, perante o estranho, o que me não é nada)
Sou forasteiro  tourist, transeunte.
E claro: é isso que sou.
Até em mim, meu Deus, até em mim.

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
Nunca, por mais que viaje, por mais que conheça
O sair de um lugar, o chegar a um lugar, conhecido ou desconhecido,
Perco, ao partir, ao chegar, e na linha móbil que os une,
A sensação de arrepio, o medo do novo, a náusea —
Aquela náusea que é o sentimento que sabe que o corpo tem a alma, 
Trinta dias de viagem, três dias de viagem, três horas de viagem — 
Sempre a opressão se infiltra no fundo do meu coração.

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
Ó ambições!... Como eu quisera ser
Um pobre bibliófilo parado
Sobre o eterno fólio desdobrado
E sem mais na consciência de viver.

Podia a primavera enverdecer
E eu sempre sobre o livro recurvado
Sorriria a um arcaico pecado
A uma medieval moça e qualquer.

A vida não perdia nem ganhava
Nada por mim, nenhum gesto meu dava
Um gesto mais ao seu profundo
E eu lia, a testa contra a luz acesa.
Sem nada querer ser como a beleza
E sem nada ter sido como o mundo

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
O binómio de Newton é tão belo como a Vénus de Milo. 
O que há é pouca gente para dar por isso.

óóóó — óóóóóóóóó — óóóóóóóóóóóóóóó

(O vento lá fora).

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
O Chiado sabe-me a açorda.
Corro ao fluir do Tejo lá em baixo.
Mas nem ali há universo.
E o tédio persiste como uma mão regando no escuro.

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
O descalabro a ócio e estrelas...
Nada mais...
Farto...
Arre...
Todo o mistério do mundo entrou para a minha vida económica.
Basta!...
0 que eu queria ser, e nunca serei, estraga-me as ruas.
Mas então isto não acaba?
É destino?
Sim, é o meu destino
Distribuído pelos meus conseguimentos no lixo
E os meus propósitos à beira da estrada —
Os meus conseguimentos rasgados por crianças,
Os meus propósitos mijados por mendigos,
E toda a minha alma uma toalha suja que escorregou para o chão.
......
O horror do som do relógio à noite na sala de jantar de uma casa de província —
Toda a monotonia e a fatalidade do tempo...
O horror súbito do enterro que passa
E tira a máscara a todas as esperanças.
Ali...
Ali vai a conclusão.
Ali, fechado e selado,
Ali, debaixo do chumbo lacrado e com cal na cara
Vai o que pena como nós,
Vai o que sentiu como nós,
Vai o nós!
Ali, sob um pano cru acro e horroroso como uma abóbada de cárcere
Ali, ali, ali... E eu?

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
O dia esta a intentar raiar. As estrelas cosmopolitas
Fecham-se para nada no céu [solene?]

Numa grande premeditação de raiar o dia
O céu empalidece no oriente...
É quase azul negro o escuro claro onde estão semeadas as estrelas.
Ergo a cabeça da orgia dos astros.

Raça contraditória do abismo.
Começamos a esfinges.

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
O florir do encontro casual 
Dos que hão sempre de ficar estranhos...

O único olhar sem interesse recebido no acaso 
Da estrangeira rápida...

O olhar de interesse da criança trazida pela mão 
Da mãe distraída...

As palavras de episódio trocadas 
Com o viajante episódico 
Na episódica viagem...

Grandes mágoas de todas as coisas serem bocados... 
Caminho sem fim...

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
O FUTURO

Sei que me espera qualquer coisa
Mas não sei que coisa me espera.

Como um quarto escuro
Que eu temo quando creio que nada temo
Mas só o temo, por ele, temo em vão.
Não é uma presença; é um frio e um medo.
O mistério da morte a mim o liga.

Ao [...] fim do meu poema.

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
Não será melhor
Não fazer nada?
Deixar tudo ir de escantilhão pela vida abaixo
Para um naufrágio sem água?

Não será melhor
Colher coisa nenhuma
Nas roseiras sonhadas,
E jazerei quieto, a pensar no exílio dos outros,
Nas primaveras por haver?

Não será melhor
Renunciar, como um rebentar de bexigas populares
Na atmosfera das feiras,
A tudo
Sim, a tudo,
Absolutamente a tudo?

"
"Álvaro de Campos";"Poesia de Álvaro de Campos";"
O que há em mim é sobretudo cansaço — 
Não disto nem daquilo, 
Nem sequer de tudo ou de nada: 
Cansaço assim mesmo, ele mesmo, 
Cansaço.

A subtileza das sensações inúteis, 
As paixões violentas por coisa nenhuma, 
Os amores intensos por o suposto em alguém, 
Essas coisas todas — 
Essas e o que falta nelas eternamente —; 
Tudo isso faz um cansaço, 
Este cansaço, 
Cansaço.

Há sem dúvida quem ame o infinito,
Há sem dúvida quem deseje o impossível,
Há sem dúvida quem não queira nada —
Três tipos de idealistas, e eu nenhum deles:
Porque eu amo infinitamente o finito,
Porque eu desejo impossivelmente o possível,
Porque quero tudo, ou um pouco mais, se puder ser,
Ou até se não puder ser...

E o resultado?
Para eles a vida vivida ou sonhada,
Para eles o sonho sonhado ou vivido,
Para eles a média entre tudo e nada, isto é, isto...
Para mim só um grande, um profundo,
E, ah com que felicidade infecundo, cansaço,
Um supremíssimo cansaço,
Íssimo, íssimo, íssimo,
Cansaço...

"
